celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_total_score,week1_judge_count,week1_percent_score,week1_judge_rank,week2_total_score,week2_judge_count,week2_percent_score,week2_judge_rank,week3_total_score,week3_judge_count,week3_percent_score,week3_judge_rank,week4_total_score,week4_judge_count,week4_percent_score,week4_judge_rank,week5_total_score,week5_judge_count,week5_percent_score,week5_judge_rank,week6_total_score,week6_judge_count,week6_percent_score,week6_judge_rank,week7_total_score,week7_judge_count,week7_percent_score,week7_judge_rank,week8_total_score,week8_judge_count,week8_percent_score,week8_judge_rank,week9_total_score,week9_judge_count,week9_percent_score,week9_judge_rank,week10_total_score,week10_judge_count,week10_percent_score,week10_judge_rank,week11_total_score,week11_judge_count,week11_percent_score,week11_judge_rank,avg_weekly_score,score_std_dev,avg_judge_rank,partner_avg_placement,industry_prevalence,total_fan_saves_bottom1,total_fan_saves_bottom2,total_fan_saves_bottom3
Amy Purdy,Derek Hough,Athlete,Nevada,United States,34,18,2nd Place,2,8.0,8.0,8.0,,8.0,8.0,8.0,,9.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,9.5,9.5,9.0,9.5,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,9.6666,10.0,,,,,,24.0,3,0.8,3.0,24.0,3,0.8,4.0,36.0,4,0.9,2.0,34.0,4,0.85,3.0,37.0,4,0.925,3.0,38.0,4,0.95,2.0,37.5,4,0.9375,2.0,40.0,4,1.0,1.0,39.0,4,0.975,2.0,29.666600000000003,3,0.9888866666666668,2.0,,0,,,33.91666,5.971775280470996,2.4,2.9411764705882355,95,0,0,0
Meryl Davis,Maksim Chmerkoskiy,Athlete,Michigan,United States,27,18,1st Place,1,8.0,8.0,8.0,,8.0,9.0,8.0,,10.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,24.0,3,0.8,3.0,25.0,3,0.8333333333333334,1.0,39.0,4,0.975,1.0,39.0,4,0.975,1.0,36.0,4,0.9,5.0,40.0,4,1.0,1.0,39.0,4,0.975,1.0,36.0,4,0.9,4.0,40.0,4,1.0,1.0,30.0,3,1.0,1.0,,0,,,34.8,6.196773353931867,1.9,6.0,95,1,1,1
Drew Carey,Cheryl Burke,Comedian,Ohio,United States,55,18,Eliminated Week 6,8,7.0,7.0,7.0,,7.0,7.0,7.0,,7.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,7.0,7.0,8.0,9.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.0,3,0.7,7.0,21.0,3,0.7,7.0,30.0,4,0.75,9.0,33.0,4,0.825,4.0,28.0,4,0.7,9.0,32.0,4,0.8,7.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,3,0.0,,,0,,,27.5,5.319774431308154,7.166666666666667,5.8,12,2,2,2
Cody Simpson,Witney Carson,Singer/Rapper,,Australia,17,18,Eliminated Week 5,9,7.0,7.0,8.0,,7.0,7.0,8.0,,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.0,3,0.7333333333333333,6.0,22.0,3,0.7333333333333333,6.0,35.0,4,0.875,6.0,31.0,4,0.775,8.0,34.0,4,0.85,8.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,3,0.0,,,0,,,28.8,6.3796551630946325,6.8,5.5,61,0,1,1
NeNe Leakes,Tony Dovolani,TV Personality,New York,United States,46,18,Eliminated Week 7,7,7.0,7.0,7.0,,7.0,7.0,7.0,,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,9.0,8.0,8.0,8.0,9.0,7.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.0,3,0.7,7.0,21.0,3,0.7,7.0,31.0,4,0.775,8.0,32.0,4,0.8,6.0,36.0,4,0.9,5.0,33.0,4,0.825,6.0,33.0,4,0.825,7.0,0.0,4,0.0,,0.0,4,0.0,,0.0,3,0.0,,,0,,,29.571428571428573,6.051367417290709,6.571428571428571,7.666666666666667,67,0,2,2
Antonio Sabato Jr.,Cheryl Burke,Actor/Actress,,Italy,42,19,Eliminated Week 7,8,6.0,6.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4,0.625,10.0,31.0,4,0.775,5.0,29.0,4,0.725,8.0,29.0,4,0.725,6.0,28.0,4,0.7,6.0,28.0,4,0.7,8.0,29.5,4,0.7375,7.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,28.5,1.848422751068236,7.142857142857143,5.8,128,1,1,1
Jonathan Bennett,Allison Holker,Actor/Actress,Ohio,United States,33,19,Eliminated Week 6,9,8.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4,0.75,6.0,30.0,4,0.75,7.0,32.0,4,0.8,4.0,24.0,4,0.6,10.0,24.0,4,0.6,7.0,32.0,4,0.8,5.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,28.666666666666668,3.723797345005051,6.5,7.25,128,1,1,2
Lea Thompson,Artem Chigvintsev,Actor/Actress,Minnesota,United States,53,19,Eliminated Week 9,6,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,8.5,8.5,9.0,9.0,8.0,8.0,8.0,8.0,8.5,9.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,4,0.8,3.0,35.0,4,0.875,1.0,31.0,4,0.775,7.0,39.0,4,0.975,2.0,34.0,4,0.85,2.0,32.0,4,0.8,5.0,35.0,4,0.875,2.0,32.0,4,0.8,5.0,35.0,4,0.875,5.0,0.0,4,0.0,,0.0,4,0.0,,33.888888888888886,2.472066162365221,3.5555555555555554,7.416666666666667,128,0,0,1
Janel Parrish,Valentin Chmerkovskiy,Actor/Actress,Hawaii,United States,25,19,3rd Place,3,7.0,7.0,7.0,8.0,9.0,8.0,8.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,9.0,9.0,8.5,8.0,8.5,8.5,10.75,10.75,10.75,10.75,9.5,9.5,10.0,9.5,9.5,9.5,10.0,10.0,9.6666,10.0,9.6666,9.6666,29.0,4,0.725,7.0,34.0,4,0.85,2.0,40.0,4,1.0,1.0,36.0,4,0.9,4.0,33.0,4,0.825,4.0,33.0,4,0.825,4.0,33.5,4,0.8375,4.0,43.0,4,1.075,1.0,38.5,4,0.9625,1.0,39.0,4,0.975,1.0,38.99980000000001,4,0.9749950000000002,3.0,36.1818,4.075969043062031,2.909090909090909,5.2631578947368425,128,0,0,0
Alfonso Ribeiro,Witney Carson,Actor/Actress,New York,United States,42,19,1st Place,1,9.0,9.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,8.0,10.0,10.0,9.0,10.0,8.5,8.5,8.5,8.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,10.0,9.5,9.0,9.5,9.5,10.0,10.0,10.0,10.0,36.0,4,0.9,1.0,32.0,4,0.8,4.0,32.0,4,0.8,4.0,40.0,4,1.0,1.0,34.0,4,0.85,2.0,39.0,4,0.975,1.0,34.0,4,0.85,3.0,41.0,4,1.025,2.0,38.5,4,0.9625,1.0,37.5,4,0.9375,3.0,40.0,4,1.0,1.0,36.72727272727273,3.2966925574250654,2.090909090909091,5.5,128,0,0,1
Lolo Jones,Keo Motsepe,Athlete,Iowa,United States,32,19,Eliminated Week 1,13,6.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4,0.55,12.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,22.0,,12.0,9.88888888888889,95,0,0,0
Randy Couture,Karina Smirnoff,Athlete,Washington,United States,51,19,Eliminated Week 3,11,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,4,0.775,5.0,28.0,4,0.7,8.0,26.0,4,0.65,11.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,28.333333333333332,2.5166114784235836,8.0,6.722222222222222,95,0,0,0
Tommy Chong,Peta Murgatroyd,Comedian,,Canada,76,19,Eliminated Week 10,5,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,6.0,7.0,7.0,7.0,7.0,7.5,7.5,7.5,7.5,6.75,7.75,7.75,6.75,7.0,7.5,7.0,7.0,8.0,7.5,8.0,7.5,0.0,0.0,0.0,0.0,27.0,4,0.675,9.0,28.0,4,0.7,8.0,34.0,4,0.85,3.0,28.0,4,0.7,8.0,23.0,4,0.575,8.0,28.0,4,0.7,8.0,30.0,4,0.75,6.0,29.0,4,0.725,6.0,28.5,4,0.7125,6.0,31.0,4,0.775,5.0,0.0,4,0.0,,28.65,2.828918128503859,6.7,7.4,12,2,4,6
Betsey Johnson,Tony Dovolani,Fashion Designer,Connecticut,United States,72,19,Eliminated Week 4,10,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,4,0.5,13.0,28.0,4,0.7,8.0,29.0,4,0.725,8.0,29.0,4,0.725,6.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,26.5,4.358898943540674,8.75,7.666666666666667,1,1,1,1
Michael Waltrip,Emma Slater,Racing Driver,Kentucky,United States,51,19,Eliminated Week 8,7,7.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,5.0,5.0,5.0,5.0,8.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4,0.625,10.0,24.0,4,0.6,12.0,28.0,4,0.7,10.0,25.0,4,0.625,9.0,20.0,4,0.5,9.0,30.0,4,0.75,7.0,28.0,4,0.7,8.0,25.0,4,0.625,7.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,25.625,3.0676887530703447,9.0,7.9375,4,3,6,6
Tavis Smiley,Sharna Burgess,Radio Personality,Mississippi,United States,50,19,Eliminated Week 2,12,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,4,0.725,7.0,28.0,4,0.7,8.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,28.5,0.7071067811865476,7.5,6.571428571428571,4,0,0,0
Bethany Mota,Derek Hough,Social Media Personality,California,United States,18,19,Eliminated Week 11,4,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.5,9.0,9.5,9.5,9.75,9.75,9.75,10.75,9.0,9.5,9.5,9.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,32.0,4,0.8,3.0,33.0,4,0.825,3.0,40.0,4,1.0,1.0,33.0,4,0.825,5.0,32.0,4,0.8,5.0,36.0,4,0.9,2.0,37.5,4,0.9375,1.0,40.0,4,1.0,3.0,37.0,4,0.925,3.0,38.0,4,0.95,2.0,38.0,4,0.95,4.0,36.04545454545455,3.053314145764774,2.909090909090909,2.9411764705882355,8,0,0,0
Sadie Robertson,Mark Ballas,TV Personality,Louisiana,United States,17,19,2nd Place,2,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,7.5,7.5,8.0,8.0,9.0,9.0,10.0,10.0,9.0,9.5,9.0,9.0,9.0,9.5,9.5,9.0,10.0,9.6666,10.0,9.6666,34.0,4,0.85,2.0,31.0,4,0.775,5.0,32.0,4,0.8,4.0,37.0,4,0.925,3.0,36.0,4,0.9,1.0,35.0,4,0.875,3.0,31.0,4,0.775,5.0,38.0,4,0.95,4.0,36.5,4,0.9125,4.0,37.0,4,0.925,4.0,39.333200000000005,4,0.9833300000000001,2.0,35.16665454545455,2.8411460914087603,3.3636363636363638,5.190476190476191,67,0,1,2
Suzanne Somers,Tony Dovolani,Actor/Actress,California,United States,68,20,Eliminated Week 5,9,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,25.0,4,0.625,8.0,28.0,4,0.7,6.0,25.0,4,0.625,8.0,28.0,4,0.7,9.0,28.0,4,0.7,5.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,,0,,,26.8,1.6431676725154982,7.2,7.666666666666667,128,0,1,2
Willow Shields,Mark Ballas,Actor/Actress,New Mexico,United States,14,20,Eliminated Week 7,7,6.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,9.5,8.5,9.0,9.5,9.5,9.5,9.5,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,25.0,4,0.625,8.0,32.0,4,0.8,2.0,32.0,4,0.8,4.0,39.0,4,0.975,1.0,34.0,4,0.85,4.0,36.5,4,0.9125,2.0,39.0,4,0.975,2.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,,0,,,33.92857142857143,4.919591543246344,3.2857142857142856,5.190476190476191,128,0,0,0
Riker Lynch,Allison Holker,Actor/Actress,Colorado,United States,23,20,2nd Place,2,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,7.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,8.5,9.5,10.0,9.0,10.0,9.0,9.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,31.0,4,0.775,2.0,32.0,4,0.8,2.0,34.0,4,0.85,1.0,34.0,4,0.85,4.0,38.0,4,0.95,2.0,38.0,4,0.95,1.0,37.0,4,0.925,4.0,39.0,4,0.975,2.0,40.0,4,1.0,1.0,40.0,4,1.0,1.0,,0,,,36.3,3.3015148038438356,2.0,7.25,128,0,0,1
Rumer Willis,Valentin Chmerkovskiy,Actor/Actress,Kentucky,United States,26,20,1st Place,1,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,9.0,8.0,9.0,9.0,10.0,9.0,10.0,10.0,9.0,8.5,8.5,9.5,8.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,10.0,10.0,10.0,,,,,32.0,4,0.8,1.0,32.0,4,0.8,2.0,33.0,4,0.825,3.0,35.0,4,0.875,3.0,39.0,4,0.975,1.0,35.5,4,0.8875,4.0,37.0,4,0.925,4.0,40.0,4,1.0,1.0,39.0,4,0.975,3.0,40.0,4,1.0,1.0,,0,,,36.25,3.2080627591533597,2.3,5.2631578947368425,128,0,1,2
Nastia Liukin,Derek Hough,Athlete,,Russia,25,20,Eliminated Week 9,4,7.0,7.0,8.0,8.0,9.0,8.0,8.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,9.0,9.0,10.0,10.0,9.5,8.5,9.0,9.5,10.75,9.75,9.75,10.75,9.5,9.5,9.5,9.5,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,,,,,30.0,4,0.75,3.0,34.0,4,0.85,1.0,34.0,4,0.85,1.0,36.0,4,0.9,2.0,38.0,4,0.95,2.0,36.5,4,0.9125,2.0,41.0,4,1.025,1.0,38.0,4,0.95,3.0,40.0,4,1.0,1.0,0.0,4,0.0,,,0,,,36.388888888888886,3.3891165679437925,1.7777777777777777,2.9411764705882355,95,0,0,0
Michael Sam,Peta Murgatroyd,Athlete,Texas,United States,25,20,Eliminated Week 4,10,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,26.0,4,0.65,5.0,28.0,4,0.7,6.0,24.0,4,0.6,9.0,30.0,4,0.75,7.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,,0,,,27.0,2.581988897471611,6.75,7.4,95,0,1,1
Robert Herjavec,Kym Johnson,Entrepreneur,,Croatia,52,20,Eliminated Week 8,6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,9.0,8.0,9.0,6.0,6.0,6.0,6.0,8.5,8.0,8.5,8.5,7.0,8.0,8.0,8.0,7.5,7.5,8.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,28.0,4,0.7,4.0,28.0,4,0.7,6.0,29.0,4,0.725,6.0,34.0,4,0.85,4.0,24.0,4,0.6,9.0,33.5,4,0.8375,8.0,31.0,4,0.775,6.0,31.0,4,0.775,6.0,0.0,4,0.0,,0.0,4,0.0,,,0,,,29.8125,3.272586351583626,6.125,6.285714285714286,4,3,3,3
Charlotte McKinney,Keo Motsepe,Model,Florida,United States,21,20,Eliminated Week 3,11,6.0,5.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,22.0,4,0.55,11.0,26.0,4,0.65,11.0,22.0,4,0.55,10.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,,0,,,23.333333333333332,2.3094010767585034,10.666666666666666,9.88888888888889,17,1,2,2
Noah Galloway,Sharna Burgess,Motivational Speaker,Alabama,United States,33,20,3rd Place,3,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.5,8.0,8.5,9.0,10.5,8.5,9.5,9.5,8.0,7.5,8.0,8.0,9.5,9.5,9.5,9.5,9.0,9.0,9.0,9.0,,,,,26.0,4,0.65,5.0,27.0,4,0.675,10.0,30.0,4,0.75,5.0,32.0,4,0.8,6.0,28.0,4,0.7,5.0,34.0,4,0.85,6.0,38.0,4,0.95,3.0,31.5,4,0.7875,5.0,38.0,4,0.95,4.0,36.0,4,0.9,3.0,,0,,,32.05,4.387165625118594,5.2,6.571428571428571,1,1,2,4
Redfoo,Emma Slater,Singer/Rapper,California,United States,39,20,Eliminated Week 2,12,6.0,5.0,5.0,6.0,8.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,22.0,4,0.55,11.0,31.0,4,0.775,5.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,,0,,,26.5,6.363961030678928,8.0,7.9375,61,1,1,1
Patti LaBelle,Artem Chigvintsev,Singer/Rapper,Pennsylvania,United States,70,20,Eliminated Week 6,8,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,7.0,9.0,8.0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,25.0,4,0.625,8.0,28.0,4,0.7,6.0,22.0,4,0.55,10.0,30.0,4,0.75,7.0,27.0,4,0.675,7.0,34.0,4,0.85,6.0,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,0.0,4,0.0,,,0,,,27.666666666666668,4.131182235954578,7.333333333333333,7.416666666666667,61,1,1,2
Chris Soules,Witney Carson,TV Personality,Iowa,United States,33,20,Eliminated Week 8,5,7.0,6.0,6.0,7.0,5.0,6.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,8.0,7.5,8.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,26.0,4,0.65,5.0,21.0,4,0.525,12.0,28.0,4,0.7,7.0,27.0,4,0.675,10.0,27.0,4,0.675,7.0,35.0,4,0.875,5.0,31.0,4,0.775,6.0,32.0,4,0.8,4.0,0.0,4,0.0,,0.0,4,0.0,,,0,,,28.375,4.274091382136927,7.0,5.5,67,3,3,4
Gary Busey,Anna Trebunskaya,Actor/Actress,Texas,United States,71,21,Eliminated Week 4,10,5.0,5.0,5.0,,5.5,5.5,5.5,,6.0,7.0,6.0,6.0,5.0,6.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,15.0,3,0.5,9.0,16.5,3,0.55,12.0,25.0,4,0.625,9.0,16.0,3,0.5333333333333333,10.0,0.0,4,0.0,,0.0,4,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,0.0,3,0.0,,18.125,4.625563028792639,10.0,8.181818181818182,128,0,2,2
Alexa PenaVega,Mark Ballas,Actor/Actress,Florida,United States,27,21,Eliminated Week 9,6,7.0,7.0,8.0,,7.5,7.5,8.0,,9.0,9.0,9.0,9.0,7.0,7.0,7.0,,10.0,10.0,10.0,10.0,8.0,7.0,7.0,8.0,9.0,9.5,9.0,,9.6666,8.6666,8.6666,,10.0,10.0,10.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,22.0,3,0.7333333333333333,5.0,23.0,3,0.7666666666666667,3.0,36.0,4,0.9,1.0,21.0,3,0.7,8.0,40.0,4,1.0,1.0,30.0,4,0.75,7.0,27.5,3,0.9166666666666666,5.0,26.9998,3,0.8999933333333333,5.0,30.0,3,1.0,1.0,0.0,3,0.0,,0.0,3,0.0,,28.499977777777776,6.373780275820971,4.0,5.190476190476191,128,0,0,3
Carlos PenaVega,Witney Carson,Actor/Actress,Missouri,United States,26,21,Eliminated Week 11,4,8.0,8.0,7.0,,7.5,7.5,7.5,,7.0,8.0,8.0,8.0,9.0,8.0,8.0,,10.0,10.0,9.0,10.0,10.0,9.0,9.0,10.0,9.0,10.0,9.0,,9.6666,9.6666,9.6666,,9.0,9.0,9.0,,10.0,10.5,11.0,,10.0,10.0,10.0,,23.0,3,0.7666666666666667,3.0,22.5,3,0.75,4.0,31.0,4,0.775,6.0,25.0,3,0.8333333333333334,5.0,39.0,4,0.975,2.0,38.0,4,0.95,5.0,28.0,3,0.9333333333333333,2.0,28.9998,3,0.96666,2.0,27.0,3,0.9,4.0,31.5,3,1.05,1.0,30.0,3,1.0,1.0,29.454527272727272,5.377987119562654,3.1818181818181817,5.5,128,0,0,1
